title,review
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
I got mines for a good price around $385. No scratches on the front screen nor the back or the sides. Battery life is good the only side effect I found was that it heats up pretty fast. Every app works perfectly fine. If you are looking for a bigger size phone I wouldn’t recommend the iPhone 11 Pro but I would recommend the iPhone pro MAX just a few dollars more wouldn’t hurt for a good value. It came with a charger and a USB cube but I would also recommend to get a legit apple cord and usb cube to charge the phone. Please read the instructions when you buy this phone, the cheaper ones are the ones that are a little big damaged and the higher prices are the ones that aren’t.Over all I give it 5 stars because it works as great as my iPhone 12 :)
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
It’s way better to get Amazon renewed compared to any old joe of a company selling it but they still don’t go by everything they promise. I ordered this and it has scratches on the camera lens and it’s banged up, but other than that the whole exterior is great. The only problem is they boast a 90% battery health or above for AR but mine came at 85%. Not a super big deal to me but if that’s something you’re concerned about then make sure you know what you’re getting into.
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
Phone works great...But calls & songs were muffled through the speakers...I cleaned them all myself using a hack from youtube and now it's working great...I just wish they had be cleaned before I received the phone...To me a refurbished phone should also be a clean phone...I didn't find this problem till the phone was all set up and I had made/received a phone call...Thankfully there was a simple fix and it wasn't more complicated...5 stars for the phone and 4 stars for having to do the work myself.
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
Advertisement said 80 percent charged, arrived 20 percent leaving me skeptical. After a charge and the store activating the phone, I have zero complaints so far. It's been a few days battery life is that of my old phone. Also my phone came a day early, that was cool. I was nervous I'd get a bootleg phone a d I did NOT. worth the purchase
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
NOT A SCAM it’s an amazing phone bought in good condition not excellent BUT no scratches or marks like brand new!! Got unlocked btw, had trouble with the straight talk but got it to work! Battery life was at 87% but can easy be replace the battery life is the same as my old iPhone 12! AMAZING PHONE shipping came 2 days early as well!
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
I don't know but this product is 100 recommend I receive the phone with a screen protector and no scratches battery life was at 93% but it's okay but one thing is that I didn't come with a Sim tool it only came with the phone and the cable charger and USB port  but I was so scare about the review and everything but everything was alright the phone work good bit I was expecting a bigger size but I still okay.
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
I switched from a iPhone SE to iPhone 11 pro. I bought this iPhone in a rush because who can live without their phone. Phone works great, and all the features work well. No scratches on the device and set up was like new. Exactly what I expected, if hesitant just buy, you will not regret it.Battery percentage was 80 percent capacity when received, which is kinda low, but charger stays charged longer than my last phone.
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
So nice and clean an came with a screen protector
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
I was a bit skeptical when i read the reviews but woooww I'm amazed, its like a brand new phone. Battery life 100%,, and it was easy to transfer my staff from my old iphone.100% recommend=d
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
I declined to leave a unboxing video & picture on this one as its the 2nd device I've bought from this store/seller in a month, technically 3 in total from one of their affiliates. So , I'll start with delivery & packaging , in my profession ( CyberSec/OSINT  ) this is very important detail, it will typically tell the rest of your experience. They did great with shipping times, the got it to me early which is always welcomed and as promised came with a very generic charging block & cable and the device that's about it and it all works great!.  I will also say their after market packaging they used was actually very professional and looked great, sealed with care . There was some paperwork on the side I highly suggest reading as its about your warranty and thus is important.  Remember you pay for what you get, especially with Iphones. I use Android and IOS in business,  I bought a brand new 2021 NEW flagship android device for $320 less than this product but what I paid extra for was that Amazon renewed guarantee which not only promises your device to come with certain prerequisites like over 90% battery life etc BUT it comes with a one year warranty as well as a great return policy which is also a year. I saw alot of mixed reviews , and the details is where you need to look . This company/store did a great job. With its presentation,  Now I'm not going to go to deep I go i to a deep review on the device as a iphone is a iphone,  is a iphone. I have owned every model ,this was a replacement for me aside from business use. This would have been 5 stars all around given the check star system Amazon has in place However,  for example the battery I gave 4 stars, it did come with  90% battery in its bank but like most Iphones unless it's a new battery and has been conditioned ( charged ) properly the battery life is not great on any pro model unless it's the max versions but it will do most great and  as expected. The forest green was a color I loved and was out of stock when I bought it new so that was a nice  addition vs the green iphone 12 pro I have which a total different shade of green. So I bought a bundle , a recommended case and some tempered glass screen protectors,  I will say as they are sufficient,  I made a common mistake as I do like to pay for convienance these bundles are not always the most cost effective route. Do yourself a favor & look around, so  my total was about $730 , the phone itself was priced decent enough but remember that tax is going go be a least $50 added to the device. The phone came 100% Factory Unlocked as advertised and in great shape , the only blemish which I wasn't heartbroken about However for that kind of money and knowing how inexpensive it is to fix the glass as I've done it many of times, there was a decent scratch at the top near the top speaker HOWEVER, I am a tad OCD about things like that especially when spending  that kind of money and having actually bought 3 devices Factory Unlocked I have a high standard. I think most people wont take a 2nd look at it. Just a side note, the resell and value system of used Iphones especially are still very off in 2022 considering for another $150 I could've just bought the iPhone 13 NEW. That said, that has nothing to do with this seller or store just a observation as my business is in all tech. At the end of the day,I can o my fairly go off of what I git & my experience.  I am highly impressed and happy with this purchase. This store/seller took great care in its delivery time, its great packaging, everything came as advertised and product for all Intensive purposes is basically NEW. After 3 devices both IOS & Android , I would not hesitate to do business with this company again. Don't second guess these guys , in reality this was a 5 star sale . They did great business and as I said I was willing to pay more as yes you can find this de ice cheaper all day BUT you are gambling , when it co es to stuff like this I can't stress enough you get what you pay for. The device was perfect, again great presentation,  Factory unlocked,ive tested it on over 20 GSM carriers thus far and I paid for a great product but a peace of mind for a full year , it has a great warranty,  and I have no plans of a return but that option is there if you want it . They did great, I am happy and would buy again!
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
I got mines for a good price around $385. No scratches on the front screen nor the back or the sides. Battery life is good the only side effect I found was that it heats up pretty fast. Every app works perfectly fine. If you are looking for a bigger size phone I wouldn’t recommend the iPhone 11 Pro but I would recommend the iPhone pro MAX just a few dollars more wouldn’t hurt for a good value. It came with a charger and a USB cube but I would also recommend to get a legit apple cord and usb cube to charge the phone. Please read the instructions when you buy this phone, the cheaper ones are the ones that are a little big damaged and the higher prices are the ones that aren’t.Over all I give it 5 stars because it works as great as my iPhone 12 :)
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
It’s way better to get Amazon renewed compared to any old joe of a company selling it but they still don’t go by everything they promise. I ordered this and it has scratches on the camera lens and it’s banged up, but other than that the whole exterior is great. The only problem is they boast a 90% battery health or above for AR but mine came at 85%. Not a super big deal to me but if that’s something you’re concerned about then make sure you know what you’re getting into.
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
Phone works great...But calls & songs were muffled through the speakers...I cleaned them all myself using a hack from youtube and now it's working great...I just wish they had be cleaned before I received the phone...To me a refurbished phone should also be a clean phone...I didn't find this problem till the phone was all set up and I had made/received a phone call...Thankfully there was a simple fix and it wasn't more complicated...5 stars for the phone and 4 stars for having to do the work myself.
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
Advertisement said 80 percent charged, arrived 20 percent leaving me skeptical. After a charge and the store activating the phone, I have zero complaints so far. It's been a few days battery life is that of my old phone. Also my phone came a day early, that was cool. I was nervous I'd get a bootleg phone a d I did NOT. worth the purchase
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
NOT A SCAM it’s an amazing phone bought in good condition not excellent BUT no scratches or marks like brand new!! Got unlocked btw, had trouble with the straight talk but got it to work! Battery life was at 87% but can easy be replace the battery life is the same as my old iPhone 12! AMAZING PHONE shipping came 2 days early as well!
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
I don't know but this product is 100 recommend I receive the phone with a screen protector and no scratches battery life was at 93% but it's okay but one thing is that I didn't come with a Sim tool it only came with the phone and the cable charger and USB port  but I was so scare about the review and everything but everything was alright the phone work good bit I was expecting a bigger size but I still okay.
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
I switched from a iPhone SE to iPhone 11 pro. I bought this iPhone in a rush because who can live without their phone. Phone works great, and all the features work well. No scratches on the device and set up was like new. Exactly what I expected, if hesitant just buy, you will not regret it.Battery percentage was 80 percent capacity when received, which is kinda low, but charger stays charged longer than my last phone.
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
So nice and clean an came with a screen protector
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
I was a bit skeptical when i read the reviews but woooww I'm amazed, its like a brand new phone. Battery life 100%,, and it was easy to transfer my staff from my old iphone.100% recommend=d
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
One of the phones has a low voice.
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
Phone gets too warm when switched on and seems to use up the battery over a period of about 12 hours with minimal use. I take it that after a few charge up operations, this should normalize. Other than that, it works very well with a clear display and reliable functionality. The Otter Box protects the phone magnificently. I am generally pleased with the phone and there is no sign that it was ever used even for a day. Thank you for your reliable product.
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
I like the color, how it came with a glass screen protector, it was packaged very well and also came a day earlier than expected.
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
Iba a comprar el renewed premium por el tema del % de la bateria, sin embargo decidí por el normal, y me vino en 88% la bateria. La camara funciona perfectamente bien y todas sus funciones, rayones minimos en la pantalla, nada que me afecte. Excelente producto.
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
When I ordered they said that the excellent condition was supposed to be at least 90% but it is 82% which is low having in mind that any phone with a battery life below 80% the battery is going away really fast and 82% percent is not really far from that/
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
The phone is great so far. Only had it a few weeks. Battery has good life and charges fast. The camera takes great pictures. This is a great phone for the cost. Would recommend.
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
Adquiri el Iphone 11 pro renovado excelente. Mediante el vendendor DirectCertified. Sin ningun rasguño, nuevo y al 100% de bateria. IN LOVE
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
My son is delighted with it. His previous iPhone was a 7 without any memory left. I have the 12 and they are very similar.
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
Me agrado la condición de la bateria, y la excelente condicion que de ve el telefono fisico, 100% recomendado.
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
I purchased the renewed premium, phone did not have any scratches and battery was %100. I was lucky to get this phone it is basically brand new. Everything is functioning on the phone
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","




                    The media could not be loaded.
                



 Product is perfect just disappoint about the life span of the battery
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
Works great. Almost like new with exception of the battery life (84% capacity). It lasts me about 18 hours. Quality for money.
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
Like the size battery is great 👍
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
After reading the negative reviews after ordering I was super scared that I had just made a big mistake. But I couldn’t be HAPPIER with the phone I received!!!! Perfect condition. Looks brand new. Battery life at 92% and works like it’s never been used before! It was expected to arrive 6 days after ordering but literally arrived the NEXT day! So happy I took the chance because I love my new birthday present to myself ❤️❤️❤️❤️
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
Sabemos que cuesta mucho creer cuando hay tanta y tantas opiniones diversas. Pero a las pruebas me remito. Mi iPhone 11 Pro llegó con 97% de condición de Batería. En óptimas condiciones, sin rayas en la pantalla ni en los laterales brillantes. Todo funciona perfectamente ¡Ah y hasta con protector de pantalla llegó! La caja blanca genérica en la que vino era un poco endeble, pero el teléfono estaba bien protegido por dentro. Cargador y cable genérico, pero hay que entender que es un equipo refurbished. Lo estoy utilizando en Venezuela con Movistar y va de maravilla.Si estás pensando comprar este equipo, es una excelente decisión. Ten presente que si lo cuidas bien podrás utilizarlo por uno 3 o 4 años más.
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
El iphone vino en excelentes condiciones, sin raspaduras, sin rayones, con protector de pantalla. Funcionando todo 100% y bateria al 80% . El envio fue bastante rapido.Recomendado.
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
working perfectly
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
Really good condition
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
I am annoyed that I paid extra for a renewed premium phone to receive 90-100% battery capacity and it only has 84%. I was afraid this would happen.
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
My phone was stolen and i had to replace it asap. This one came fast and perfect condition ! Very happy with it
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
Phone looks really good. No signs of use. Everything works great. I was able to switch my SIM card into it with no problems. I’ve had the phone for 4 months now and it’s still working just fine.
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
I’ve had for a year now when I got it there was no visible wear and it is still just as fast as when I got it 10/10 would recommend
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
This came fast, works perfectly, has 100% battery capacity and was a great bargain.  Will shop Olympic Wireless again!
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
This phone was perfect! No defects/scratches/signs of use, etc.It's perfect and has great battery life. I had to charge my previous iphone constantly throughout the day. This one lasts me all day with many hours of use, daily.Definitely recommend!The only thing I'd say is that it isn't as green as it seems like it would be (based on the pictures). Even in good lighting the green looks a little more gray.But still love it
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
Got here fast, uploaded quickly, all good!
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
At first I was going to return it cause it was smaller than the 11 but after putting my case on and accepting it I Decided to keep it, it works just like new and I was originally trying to get my services through boost mobile as I was a customer with them for years but this phone was not compatible with boost so I went to metro and everything pretty much went smooth. No scratches , dents or anything wrong with the sound it works just like new. For half of the price
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
If you thinking about making a purchase this seller I would recommend, ordered my phone and received it in 2 days, when opening the box the phone came with a power cable and charging block the phone looked brand new with only 1 small scratch on the left corner. Other than that everything works 100% phone was completely unlocked no issues getting service through a provider, I’m glad I made this purchase saved me over $500 I would highly recommend this seller.Notes: battery health 90%, with tiny corner scratch and came with a screen protector already installed.5 star product, very fast shipping, safe buy
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
Takes excellent pictures
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
I ordered the phone in March. It arrived in decent condition; the audio was always a little wonky but it was passable.  Last week, the phone just died and would not turn on.  It’s still dead and I ended up purchasing a new phone. Moral of the story; purchase some type of extended warrant coverage. I contacted the seller on here and was told they have a 90 day guarantee and since it’s been more than 90 days there’s nothing they can do.
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
Decent
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
Item standout. Delivery was state-of-the-art. The packaging was very, very well-chosen. Recommended.
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
My phone came in perfect condition. No scratches or nicks at all. The battery is at 93% health which is alright with me. This is a big jump for me from iPhone 6s to 11 Pro.The display is really nice and the face recognition is a great feature. It was easy to switch sims and transfer data over. I opted to go for renewed premium because of the year long replacement/warranty and the better quality of the phone. The premium was a pricey jump but who knows what could happen to a used phone within a year so I think it’s worth it.Altogether it is right in the middle of expensive and affordable. The phone has been working near identical to a brand new 11 Pro and I’ve been very happy with this purchase.
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
I like the phone but a month ago I switched cases to a case that has its own screen protector and removed the INSTALLED screen protector that came with the phone which revealed tons of scratches which is upsetting.  the phone looked perfect except for how bad the screen looks without a protector on
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
The phone itself is great. No obvious scratches, speakers look clean, camera works great, etc. I’ve had no issues with the phone, and I think it’s a great value for the money. That being said, phones under this condition are supposed to have battery health above 90% and this one came to me at 89%. Not a huge deal except that they did say that it would be above 90 and it wasn’t. That being said, the battery lasts me easily all day and can even get me through two days depending on my usage. Overall, great phone. No regrets
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","




                    The media could not be loaded.
                



 Todo muy bien
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
Arrived on time. Looks good. Takes horrible pictures. The quality is poor. Reverted to my previous iPhone.
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
Good quality, good customer service, battery life okay, cosmetically good, product as described.Declutter did have prompt replies to my inquiries.  However they could not comply with my request to leave the product at the door. Fortunately, I was home to sign for the item.
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
The phone works so its a W fr..got ghost touch 2 months after but im gon get it fixed fr;-;
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
El equipo esta en muy buenas condiciones, solo por un desgaste esperado la batería no es tal cual si fuera nueva, la cámara es excelente y permite hacer todas las operaciones de busqueda, consulta, registro y descarga en forma muy ágil, el tamaño es otro aliado sin tener un formato muy grande, usa toda la supeficie disponible, en resumen un muy buena opción de compra.
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
Purchased an iPhone 11 Pro 256 gb Renewed Premium. Item was in a like new condition. Physically as was described. Was very very disappointed though when I checked the battery health and found that it was 88% and not the 90+% as stated for Renewed Premium phones. Contacted Amazon and was given a discount. Still love doing business with them…Facial recognition is quick, battery life is left to question…Maybe need to tweak settings. Overall good value. Just need to give customers what is advertised.
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
Great phone, battery is on the older side but to be expected, excellent condition aside from a couple small marks, good seller communication.
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
Despite all the negative reviews I saw on amazon my product arrived a week late but it was as advertised it had a brand new Apple certified battery minimal scratches on the phone and everything was in good working order. Definitely worth it if you are looking to get an iPhone 11 pro but don't want to pay the price for a new one,and I would recommend it over the iPhone 12 pro just because of the better battery and the fact that 5G is not available in most areas especially the ultra wide band high speed one so if you can live without the 5G this is definitely the phone to pick up, and the cameras are absolutely amazing I was blown away with how well they performed in the dark, these are the best iPhone cameras I've seen yet, I would like to compare them to a pixel at some point but make no mistake this is an amazing camera. As a photographer I would highly recommend this phone to anyone who wants to take good pictures with as little hassle it's not a replacement for a DSLR camera but it's a great camera to have in your pocket and to shoot on the spot.
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
I was really nervous and skeptical about ordering such an expensive item online. But i was not disappointed at all. The phone arrived in only 3 days! The phone was neatly and securely packaged. I seen some peoples reviews state that this company lies and these phones are not new and they have scratches etc. THEY ARE REFURBISHED - which means they have been used, and so some amount of scratching/dings should be expected. With that being said, there is only one very light scratch on the phone i received and can only be noticed if you are really looking for it. It is unlocked for all carriers as it states. It does not come with a sim card! YOU HAVE TO BUY A SIM CARD FROM THE PROVIDER YOU WANT TO USE. This isnt a big deal at all, i was able to purchase one from my provide (Boost Mobile) for $10.00 - i mention this only so that if you plan to buy this phone, buy a sim card from your provider at the same time, so you dont have any delays when you try to activate the phone.In conclusion - definitely worth the money and I'm so happy i went ahead and bought this phone!
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
Love it only thing is my wifi keeps dropping and I’m missing calls and messages on WhatsApp idk why
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
I am happy with the purchase so far, I was only concerned with the battery life but it seems like holding pretty good.
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
Minimal physical scratches, almost like new and so far works well. battery life came at 85%. overall I'm pleased with the purchase as there are no issues thus far
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
I like the fone so far but the charger that it shipped with does not work. I thought I would be getting a fast charger since it is the pro version.
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
This was from the ""Amazon Renewed Store"" but is actually shipped by a company called TechExchange in Brooklyn NY. The phone comes in a pretty unimpressive generic box. The phone had some plastic sheet sticker over it and came with a cheap aftermarket ""Shark brand"" charging adapter and Shark lighting cable.The phone itself was in EXCELLENT condition! There were some dust on the corners of the camera bump but that was easily cleaned. Finally, there was a bit of slight scratches on the metal border. Totally reasonable for a used phone, especially since I will be putting it in a case anyways! Finally the battery was a whopping 94% health! The listing guaranteed 80% battery health so 94% was far better than I expected! The battery life is the true indicator of the age of the phone which means it was very lightly used. Obviously your mileage will vary but I would not hesitate to buy this again in the future. If it's a bad condition phone, just return and rebuy!
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
Shipping took a little longer then expected but other than that the iPhone 11 Pro looks brand new out of the box… battery looks to be at 100% even got lucky enough that it has AppleCare+ theft and loss until august 1st of this yearI would hands down buy from Amazon again as long as it’s (renewed premium)$649.99 for an iPhone 11 Pro 512gb isn’t to bad in todays 2nd hand market… got it as a gift for my older sister who’s birthday is coming up
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
I was a little worried to purchase this phone due to the mixed reviews. My main concern was battery life and was really hoping they’d send me one with 90-100% - once it got to me I was so shocked to see it had 100% battery life! The quality of this phone overall is exceptional for the price I paid and I couldn’t be happier. I would definitely consider buying from this company again — thank you so much!!
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
Phone came in an off brand box but was nicely placed and had protection covering front and back. The phone also came with a free screen protector already placed on the phone which is appreciated. Happy with my purchase!! I recommend!
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
Received yesterday. So far so good. Battery life is great hasn’t gone dead at all yet. I’ll come back in a few months to update my rating if anything has changed
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
It made me nervous to buy such an expensive “renewed” item, so I’m happy to report this looks like a brand new phone - not a single scratch or any sign of having been used. The only complaint I have (which is with Apple not the seller nor Amazon) is that the battery health is only 84%. For an iPhone 11 that seems like quite a deterioration. My iPhone 7 was at 84% when I replaced it with this.  It does seem to lose battery life faster than I thought it would.All the apps I use uploaded fine, no problem with the software update. Bluetooth connection worked, connected to WiFi.A generic charging wire and block were included and the phone was totally unlocked and ready for me to link to my prepaid provider. I’ve only just gotten this phone so I will update if it breaks down or has issues. So far, so good.  I’m very happy with my purchase!
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
I could not get my product to connect to ANY service. We could not use the phone unless it was connected to Wi-Fi and at that we still couldn’t dial out. I’m waiting on a return slip hopefully the next one will work.
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
My earpiece speaker didn’t work so I had to get it replaced
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
Todo muy bien con el telefono llego a muy buen tiempo super buen estado si lo recomiendo al 100
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
When buying this know they do not replace the battery my phone came in with 80% battery health
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
Upon receiving this phone, I was glad that I didn’t see any scratches or marks in the screen or the back. But the anti-dust mesh next to front microphone gave away the secret. It seemed badly aligned and the color of the mesh wasn’t even uniform throughout. It is small but my eyes caught it quick!
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
I was pleasantly surprised when my new (to me) iPhone 11 Pro arrived.  It was in perfect condition & I could not find one flaw on any of the surfaces.  I set my old iPhone 6S next to it and all the information transferred seamlessly, removed the SIM card from the old phone and inserted it in the new phone and was up and running in 15 minutes.  It has been one week since this and the phone works like new except the battery health is 86% but, it is a used phone and I am OK with that.  I will replace the battery at some time in the future.  The camera in this phone is light years ahead of my iPhone 6S and I might just stop carrying my point-and-shoot cameras for most situations.  I would definitely purchase another phone from this seller in the future based on this experience.
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
Perfect condition!
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
The only defect I was able to find was a little scratch on the screen (which I hate but with the screen protector you can't see it anymore, and they said that ""there are no visible cosmetic imperfections when held at an arm's length"" so that was true), apart from that looks absolutely perfect. The battery came in 89% (not bad but not perfect), the description of the product says that I would come over 80% so they kept their word in that as well. I have been using it for a couple of days and everything works perfectly.I genuinely believe this was a good purchase.I suggest you to pay attention to the descriptions of the product, they explain the characteristics of the phone, the accessories and the box you are receiving and they do keep the promise.If you don't agree with the characteristics they are promising, just don't buy.
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
Firewire would not insert easily. So we put under a magnifying glass and noticed some cr..p in there. Along with white paint overspray. Obviously from 'renewing' the white phone. It did arrive on time and was packaged nicely with a 2 port usb charger and shorter firewire cord. The usb block sparked as I put it in the wall outlet. We did not attempt to use that. Used our old apple cord once the junk was removed from the port. Would not take a charge. Sent back immediately for refund. Will make one more attempt at a renewed phone from amazon. But not buying from BuySPRY ever again. Had we looked closer we'd have noticed their horrible ratings.
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
I don't buy the latest and greatest - over three years ago, I bought my 1st cell phone (work gave me a 5s), and was sticker-shocked by the cost of an apple-certified 16Gb 6s for $300. So naturally, I made it last as long as I could. My battery is now at 70% health, and dies quite quickly whenever I do anything that isn't texting or calling.Now that the 12s are out, I decided I would get the best last-model, and began searching for an 11 pro. After reading reviews of this seller, I was a little leery to get something that might have visible scratches on the screen, or have hardware/software issues - As you can see in the photos, I have no issues yet. The screen/body are unblemished, and so far, no fatal errors in use. If anything pops up, I will come back and comment.While I feel for the people who had issues with their referbished model arrive with errors, I would recommend it. Hey, if there's an issue, Amazon has a return policy!
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
This was ordered by someone not to be on my account so it was returned.  This still made me rate it so I did 5 star??  Didn't know what to dom
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
I’ve had this phone one day so far. I upgraded from the 7plus. It feels heavier in the hand. I don’t mind it at all. I got it for the color haha it came at 87% for the battery health. The battery life is good so far. It doesn’t die fast like my last phone did. I think the price was decent. There was no visible damage to the phone. I’d definitely buy a phone again from the seller.
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
I read the reviews and was kinda skeptical to order from them at first but I did anyway and I am extremely happy with my order. My phone looks practically brand new. It has no scuff marks, scratches, or anything. The sound quality of the pro and pro max (my wife has this one) is nowhere near that of the 11 itself, but that is an apple flaw. Anyway I am happy with my purchase
"
