asic,review
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
We did eventually get the phone to work.  And now that the phone is more than an expensive calculator/paperweight he loves it.  The battery life is currently 93%  He loves the facial recognition though the mask wearing is a bit of a pain.  Otherwise the phone appears flawless and is safely nested in its new Defender case.
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
Great seller and product. Will definitely be buying from them again soon. Only issue was battery health at 83%. I know it’s over the 80% allowed, but only barely. Luckily a new battery is only 69$ from best buy
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
I really liked this phone as a smaller less expensive replacement phone. I had an issue with the phone and the reseller was excellent to work with and handled everything quickly and to my satisfaction. They have more than awesome customer service.
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
At first I was debating whether to buy refurbished or a brand new one. But my son speed the process by breaking my daughters phone. So that same day we walked into the apple store an there was no way I was gonna spend 1k on a iPhone so I got her the iPhone X with 256gb an so far we haven’t had any issues with the phone my daughter loves it. Yes I got her a screen protector and a case lol.
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
I did have problems with the battery life of the phone but it’s a good quality phone I do recommend
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
After buying a different iPhone from another seller and having all sorts of issues I bought a iPhone XS from this seller and it works amazing battery health was 94% amazing quality a small scratch up on the top of the phone and a small screen scratch but besides that I love thy is phone so much and this seller is amazing thank u so much for a amazing phone
"
"        iPhone 13 Pro Max, 256GB, Alpine Green - Unlocked (Renewed Premium)       ","
Wish I written a review before transferring phones so I can take a pic. Phone is brand new!! Super happy with purchase, was wanting the 14 pro max but are sold out everywhere this is the next best thing. Amazon has yet to fail me! Battery life amazing I’m coming from a 11 pro max def see a big difference so far
"
"        iPhone 13 Pro Max, 256GB, Alpine Green - Unlocked (Renewed Premium)       ","
The phone itself was in like-new condition. Everything worked great, and the device was pristine. However, I purchased an unlocked phone, but the device was locked. I’m returning it and I’ll purchase another one.
"
"        iPhone 13 Pro Max, 256GB, Alpine Green - Unlocked (Renewed Premium)       ","
I’ve only had this phone for a few weeks and it came in like new condition only had a few very small minor blemishes not visible to the naked eye lol and with a case on it it doesn’t really matter. Pretty satisfied with my purchase also a first time IPhone user. I wasn’t to worried about buying a refurbished phone because I know others that have purchased iPhones off Amazon with no problem.
"
"        iPhone 13 Pro Max, 256GB, Alpine Green - Unlocked (Renewed Premium)       ","
Came with a 100% battery but the screen has noticeable scratches will definitely be returning not worth $1000.
"
"        iPhone 13 Pro Max, 256GB, Alpine Green - Unlocked (Renewed Premium)       ","
Came with 99% battery health and no scratches or blemishes from what I can tell. Extremely fast and the camera takes beautiful pictures. If you’re apprehensive about buying this phone, especially thinking you can get a better deal from third party sellers. I would definitely go with this. 10/10 would recommend.
"
"        iPhone 13 Pro Max, 256GB, Alpine Green - Unlocked (Renewed Premium)       ","
I honestly had low expectations since i had bought different phone from here, but this one came almost as if the phone was never used to begin with. Great battery life, non scratches and even on the sides. Dual Sim Card, 5G and everything i was looking for, better for me since Apple removed the Sim Slot from their new phone and i14 doesn’t have that many new features. i14 feels more like an updated i13 anyways. I a absolutely love this phone. Thank you
"
"        iPhone 13 Pro Max, 256GB, Alpine Green - Unlocked (Renewed Premium)       ","
I like it because it’s so easy to do
"
"        iPhone 13 Pro Max, 256GB, Alpine Green - Unlocked (Renewed Premium)       ","
Works great
"
"        iPhone 13 Pro Max, 256GB, Alpine Green - Unlocked (Renewed Premium)       ","
Don't know why I was even anxious about going this way, the phone came in like new!
"
"        iPhone 13 Pro Max, 256GB, Alpine Green - Unlocked (Renewed Premium)       ","
I bought this iPhone because according to the description the phone was in excellent condition but actually not. Battery life was 91%. There are scratches and small cracks. It seems that the first user dropped it several times. I paid 1080$ total and it’s almost Apple price but for second hand phone. 👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻
"
"        Total by Verizon iPhone 11, 64GB, Black - Prepaid Smartphone (Locked)       ","
These are not Verizon prepaid but Tracfones.  When I got a Tracfone sim, the serial numbers were inactive couldn’t be located by carrier. Will be returning and refunding.
"
"        Total by Verizon iPhone 11, 64GB, Black - Prepaid Smartphone (Locked)       ","
These are great phones for the kids, I still have one of these as my backup. The only downside is no 5G, so reception and data speeds can vary depending on location. You can request unlock with active service after 60 days, then phone can be used with ANY carrier. This phone does NOT have Total by Verizon/Tracfone software (so nothing like that appears when you power the phone on).
"
"        Total by Verizon iPhone 11, 64GB, Black - Prepaid Smartphone (Locked)       ","
The carrier is not Verizon, is TraceFone ... profiteer
"
"        Total by Verizon iPhone 11, 64GB, Black - Prepaid Smartphone (Locked)       ","
Very upset and disappointed..not verizon..simcard not compatible, phone could not be activated..returned to walmart..( got my money back..very surprised thought they were gonna give a hard time)..stay away from this phone
"
"        Apple iPhone 12 Pro Max, 256GB, Pacific Blue - Unlocked (Renewed Premium)       ","
The phone came very carefully packaged and looked basically brand new. Not even a scratch was on it. It comes with a charger which you’re better off tossing away for emergencies only because it’s honestly kind of cheap. Get yourself a good charger from Amazon or use your old iPhone charger if you have one. The only negative was the battery capacity. The phone was showing 89% max capacity. Some people choose to return and exchange the phone because of that. I personally don’t care. I purchased this phone to replace my iPhone 12 Pro Max that got destroyed. I purchased that phone new from Apple and by the time it broke, it too only had 85% max capacity so no harm no foul as far as I’m concerned. If you do want to exchange, from what I’ve read, the process seems pretty seamless.I highly recommend this Amazon service if you want a phone at a more affordable option.
"
"        Apple iPhone 12 Pro Max, 256GB, Pacific Blue - Unlocked (Renewed Premium)       ","
So this is my first experience with Amazon's renewed premium program where you pay between $50-$100 more than the renewed price but for that you get an item whose battery is at least at 90% capacity relative to a new one and instead of a 90 day warranty you get a year warranty and a year to return the item. For less than $100 I thought that was definitely worth it. However the first iPhone 12 pro they sent me had a battery that was at 85% capacity which really pissed me off because I felt cheated so I returned it and purchased it again and I'm glad I did because the 2nd ones battery was at 100% capacity and for all intents and purposes it was a brand new phone at a used price. Granted it's still really expensive it was $900 before tax but I got this to be future proof at least for the next several years. This is my first iPhone before I was all android phones but it seemed like every year I was having to buy another phone because something out of my control always happened but my parents still had their iPhone 8 that they bought new and it was still working perfectly. I haven't had this phone for more than a few days but so far I'm very impressed with it. The facial recognition capabilities are so good. My phone can recognize me when I'm in a dark room whereas my Samsung tablet can't recognize my face without all the lights on. One feature this phone doesn't have that really surprised me was that there is no built in fingerprint scanner and I think that was a mistake on apple's part. The battery is supposed to only last 21 hours but a full charge is lasting me a little over 2 days. The screen is gorgeous is it HDR Dolby Vision and HLG compatible and not even my 4k tv supports all of those so it makes streaming look brilliant. You can see every detail even though the screen is 6.7inches. it seems like everyday I'm finding out a new function that this phone has granted a lot them I'll never use because I don't use my phone that way but it's cool to know that if I wanted to I could if I so choosed. I guess I'll stop my review here because you get the gist and I hate it when people on Amazon beat a dead horse and I don't want to be one of those so Amazon renewed premium is a worthwhile program and the iPhone 12 pro max is an awesome phone that's worth the investment.
"
"        Apple iPhone 12 Pro Max, 256GB, Pacific Blue - Unlocked (Renewed Premium)       ","
Came in like BRAND NEW PHONE! No scratches no dents!!!! Seriously like as if you go in a phone store and purchase a new phone!!!! Great battery came in at 92 percent!!! No issues!! Love this beautiful phone!! Must have!!
"
"        Apple iPhone 12 Pro Max, 256GB, Pacific Blue - Unlocked (Renewed Premium)       ","
This product came in great condition, no problems, great battery life (lasts up to 2 1/2 days on a charge). I have been using this phone for a few months. It’s great!
"
"        Apple iPhone 12 Pro Max, 256GB, Pacific Blue - Unlocked (Renewed Premium)       ","
The battery life was 100% and it has worked well since. It is like it was new
"
"        Apple iPhone 12 Pro Max, 256GB, Pacific Blue - Unlocked (Renewed Premium)       ","
Excelente producto!
"
"        Apple iPhone 12 Pro Max, 256GB, Pacific Blue - Unlocked (Renewed Premium)       ","




                    The media could not be loaded.
                



 This phone is the real deal it came with a 98 percent battery health everything works perfectly fine thanks again
"
"        Apple iPhone 12 Pro Max, 256GB, Pacific Blue - Unlocked (Renewed Premium)       ","
Was a bit skeptical purchasing a refurbished item, as I have had problems in the past. Since I needed a larger sized phone, due to visual impairment, I opted to try a refurbed product again and kept my fingers crossed that it wouldn't disappoint. I am so very happy that I gave it another try. The ipnone 12 pro max showed up in a structurally sound package, looked brand new, and had an excellent battery percentage at 97%. My only complaint is that even though for listening to music and watching videos the sound is excellent, for notifications and incoming call notification, the volume is extremely low, even though in settings everything is set correctly and sound is set to max. Other than that, I am a very happy customer.
"
"        Apple iPhone 12 Pro Max, 256GB, Pacific Blue - Unlocked (Renewed Premium)       ","
It made for a great gift
"
"        Apple iPhone 12 Pro Max, 256GB, Pacific Blue - Unlocked (Renewed Premium)       ","
Great phone
"
"        Apple iPhone 11 Pro Max, 64GB, Midnight Green - Unlocked (Renewed Premium)       ","
I purchased this phone in early 2021. It’s been almost two years & I'm still impressed with this phone. This was an incredible value & an amazing upgrade. It hasn’t shown any signs of slowing down. A full charge still lasts me all day. The camera quality is excellent & takes crisp videos.The only reason I’m giving it 4 stars is the audio. My wife also has an 11 Pro Max that we bought direct from Apple & when playing videos, the audio comes out of the speaker at the bottom & the speaker at the earpiece. Mine only comes out the bottom & it’s much quieter than hers. It works fine for phone calls, but doesn’t kick in when playing videos.Still, for the price I paid, I’m very happy with this phone.
"
"        Apple iPhone 11 Pro Max, 64GB, Midnight Green - Unlocked (Renewed Premium)       ","
The phone itself was in pretty decent condition but not as I ordered it. There was some scratches on the top part of the screen and the battery life was pretty poor. Gotta sink more money into that now, as if paying a couple hundred bucks for a like new phone wasn’t enough. The camera isn’t as good as it should be for the condition I bought the in. I feel the phone itself wasn’t worth the price I paid for it and also that the price offered was ridiculously too high for the product I received.
"
"        Apple iPhone 11 Pro Max, 64GB, Midnight Green - Unlocked (Renewed Premium)       ","
I was very surprised when I received this phone. It honestly looked new. I carefully examined it and there were no marked on the sides or back and even the screen had no scratches even the little tiny micro scratches phones develop in normal use. Also battery life is amazing, so I am honestly thinking this was a new phone.Now on to the specs, I purchased this phone in 2022. It is still very fast. It does not have 5g but I have not seen any issues yet. I did some reading and found new iPhones use LTE most of the time to save battery life but leave it listed as 5g on the screen.Lastly I do miss MagSafe, but am glad it does have wireless charging. The cameras still take very good pictures. For less than half the cost of a new iPhone you honestly can’t go wrong
"
"        Apple iPhone 11 Pro Max, 64GB, Midnight Green - Unlocked (Renewed Premium)       ","
Really impressed, condition is just like a brand new phone and it performs like a new phone. Battery charges to100%.  Face recognition is excellent as are all the other features I’ve tried so far. Plus, the price was great and delivery was a day earlier than expected. I would certainly recommend this phone
"
"        Apple iPhone 11 Pro Max, 64GB, Midnight Green - Unlocked (Renewed Premium)       ","
I was apprehensive about ordering a renewed phone but after reading positive reviews about this company, I took a chance. I did pay about fifty dollars more than other companies with less positive reviews and I am glad I did.  My IPhone 11 ProMax looks new. It has 86 % battery life. After using it for 5 weeks I’ve had no issues at all. It arrived promptly. I would order from this company again. The company I purchased from was supplytronics.
"
"        Apple iPhone 11 Pro Max, 64GB, Midnight Green - Unlocked (Renewed Premium)       ","
So far so good.I bought this hoping it would be better then the last phone I bought iPhone XS Max renewed on another site.this iPhone 11 Pro Max renewed premium arrived to me in great shape.the speakers are crisp,no scratches.happy so far.battery life seems pretty good.
"
"        Apple iPhone 11 Pro Max, 64GB, Midnight Green - Unlocked (Renewed Premium)       ","
Quick Note: The test report screenshot shows three failed items. That's only due to me not having headphones to test at the time as well as the SIM card. I've a screenshot of speed test working on T-Mobile network LTE. So it works fine.Initially I ordered an iPhone 11 Pro Max for my mother, 64GB version. Unfortunately, the ear piece wasn't working and contacted the seller via Amazon message center. I had to send the phone back in order to complete the replacement.They provided the  2-day shipping label (sent out on Saturday, arrived there Monday). They kept in pretty close contact with me and that was good. They shipped Tuesday and received Thursday morning. So there's very little delay in getting the replacement.Diagnostics checked out (see screenshots). The Earpiece tests that failed were due to me not having a headphone to try it on at the time. But I'm assuming it works and will edit if that changes.The condition of the phone is near new! No blemishes on the body and screen looks really clean. There was very minute permanent lines in the screen that looked like smudges, but they with the sceen on, you don't notice it at all. PLUS they gave us a couple acrylic screen protectors, so that was a major plus!The BONUS (at least for me)!It turned out to be a blessing in disguise for me, because they ended up upgrading me to the 256GB model free (initially 64GB model). My mom didn't understand what that meant, and I pretty much explained that she can download apps and take photos to her hearts desire LOL.It's a phone for mom, and she's coming from a Samsung A21 phone that had performance issues and wifi problems. Kept saying there's no internet and reboots in safemode. I wanted simplicity with Face-ID (which also works) that pretty much takes care of itself, and iOS delivers on that.So ya, experienced issues. All devices will have a defect one way or the other (or none). You just need to contact their support and work with them before submitting your review. It annoys me when someone says ""It's defective"" with no resolution comments of what they ended up doing.If I need another replacement phone, I'll definitely do business with them again.
"
"        Apple iPhone 11 Pro Max, 64GB, Midnight Green - Unlocked (Renewed Premium)       ","
El teléfono 📱 tiene buena apariencia, un rayon en pantalla  que lo cubre un protector, llegó con 84% de batería 🪫 que se agota muy rápido no le dura mucho lo estoy probando, tenia mucha duda sobre comprar un teléfono re acondicionado, la estética bien la pila 🔋 NO!!
"
"        Apple iPhone 11 Pro Max, 64GB, Midnight Green - Unlocked (Renewed Premium)       ","
I received the iPhone in an acceptable condition, there was a few scratches and for some reason the screen touch felt heavy that's why I returned.
"
"        Apple iPhone 11 Pro Max, 64GB, Midnight Green - Unlocked (Renewed Premium)       ","
Besides the one I got having only 82% battery capacity, this is a really good phone for a nice price.
"
